Entity,Code,Date,Daily confirmed cases per million,Cumulative confirmed cases of COVID-19 per million people (cases per million)
Afghanistan,AFG,"Dec 31, 2019",,0
Afghanistan,AFG,"Jan 1, 2020",,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",0.00371,0.026
Afghanistan,AFG,"Feb 26, 2020",0.00371,0.026
Afghanistan,AFG,"Feb 27, 2020",0.00371,0.026
Afghanistan,AFG,"Feb 28, 2020",0.00371,0.026
Afghanistan,AFG,"Feb 29, 2020",0.00371,0.026
Afghanistan,AFG,"Mar 1, 2020",0.00371,0.026
Afghanistan,AFG,"Mar 2, 2020",0.00371,0.026
Afghanistan,AFG,"Mar 3, 2020",0,
Afghanistan,AFG,"Mar 4, 2020",0,
Afghanistan,AFG,"Mar 5, 2020",0,
Afghanistan,AFG,"Mar 6, 2020",0,
Afghanistan,AFG,"Mar 8, 2020",,0.103
Afghanistan,AFG,"Mar 11, 2020",,0.18
Afghanistan,AFG,"Mar 15, 2020",,0.257
Afghanistan,AFG,"Mar 16, 2020",0.10267,0.411
Afghanistan,AFG,"Mar 17, 2020",0.109,0.539
Afghanistan,AFG,"Mar 18, 2020",0.09625,0.565
Afghanistan,AFG,"Mar 19, 2020",0.077,0.565
Afghanistan,AFG,"Mar 20, 2020",0.06417,0.565
Afghanistan,AFG,"Mar 21, 2020",0.06229,0.617
Afghanistan,AFG,"Mar 22, 2020",0.05129,0.617
Afghanistan,AFG,"Mar 23, 2020",0.066,0.873
Afghanistan,AFG,"Mar 24, 2020",0.06971,1.028
Afghanistan,AFG,"Mar 25, 2020",0.07329,1.079
Afghanistan,AFG,"Mar 26, 2020",0.19443,1.927
Afghanistan,AFG,"Mar 27, 2020",0.19443,1.927
Afghanistan,AFG,"Mar 28, 2020",0.24586,2.338
Afghanistan,AFG,"Mar 29, 2020",0.30086,2.723
Afghanistan,AFG,"Mar 30, 2020",0.29357,2.928
Afghanistan,AFG,"Mar 31, 2020",0.37071,3.622
Afghanistan,AFG,"Apr 1, 2020",0.45514,4.264
Afghanistan,AFG,"Apr 2, 2020",0.42943,4.932
Afghanistan,AFG,"Apr 3, 2020",0.58729,6.037
Afghanistan,AFG,"Apr 4, 2020",0.52857,6.037
Afghanistan,AFG,"Apr 5, 2020",0.602,6.936
Afghanistan,AFG,"Apr 6, 2020",0.679,7.681
Afghanistan,AFG,"Apr 7, 2020",0.71929,8.657
Afghanistan,AFG,"Apr 8, 2020",0.73771,9.428
Afghanistan,AFG,"Apr 9, 2020",0.84786,10.866
Afghanistan,AFG,"Apr 10, 2020",0.91386,12.433
Afghanistan,AFG,"Apr 11, 2020",1.04957,13.384
Afghanistan,AFG,"Apr 12, 2020",1.04586,14.257
Afghanistan,AFG,"Apr 13, 2020",1.13029,15.593
Afghanistan,AFG,"Apr 14, 2020",1.20371,17.083
Afghanistan,AFG,"Apr 15, 2020",1.27343,18.341
Afghanistan,AFG,"Apr 16, 2020",1.32471,20.14
Afghanistan,AFG,"Apr 17, 2020",1.13757,20.396
Afghanistan,AFG,"Apr 18, 2020",1.189,21.707
Afghanistan,AFG,"Apr 19, 2020",1.29543,23.325
Afghanistan,AFG,"Apr 20, 2020",1.42757,25.585
Afghanistan,AFG,"Apr 21, 2020",1.34314,26.485
Afghanistan,AFG,"Apr 22, 2020",1.38714,28.052
Afghanistan,AFG,"Apr 23, 2020",1.43857,30.209
Afghanistan,AFG,"Apr 24, 2020",1.78714,32.907
Afghanistan,AFG,"Apr 25, 2020",1.85686,34.705
Afghanistan,AFG,"Apr 26, 2020",2.03671,37.582
Afghanistan,AFG,"Apr 27, 2020",1.96329,39.329
Afghanistan,AFG,"Apr 28, 2020",2.466,43.747
Afghanistan,AFG,"Apr 29, 2020",2.69714,46.932
Afghanistan,AFG,"Apr 30, 2020",2.83657,50.066
Afghanistan,AFG,"May 1, 2020",3.266,55.769
Afghanistan,AFG,"May 2, 2020",3.611,59.982
Afghanistan,AFG,"May 3, 2020",3.69171,63.424
Afghanistan,AFG,"May 4, 2020",4.30457,69.461
Afghanistan,AFG,"May 5, 2020",4.37071,74.342
Afghanistan,AFG,"May 6, 2020",5.12671,82.819
Afghanistan,AFG,"May 7, 2020",5.29557,87.134
Afghanistan,AFG,"May 8, 2020",5.10843,91.527
Afghanistan,AFG,"May 9, 2020",5.29557,97.05
Afghanistan,AFG,"May 10, 2020",5.73957,103.601
Afghanistan,AFG,"May 11, 2020",6.23129,113.08
Afghanistan,AFG,"May 12, 2020",6.57986,120.401
Afghanistan,AFG,"May 13, 2020",6.39643,127.593
Afghanistan,AFG,"May 14, 2020",6.73029,134.247
Afghanistan,AFG,"May 15, 2020",6.51743,137.149
Afghanistan,AFG,"May 16, 2020",9.62943,164.456
Afghanistan,AFG,"May 17, 2020",8.69371,164.456
Afghanistan,AFG,"May 18, 2020",8.301,171.186
Afghanistan,AFG,"May 19, 2020",8.75243,181.667
Afghanistan,AFG,"May 20, 2020",9.857,196.592
Afghanistan,AFG,"May 21, 2020",10.71214,209.231
Afghanistan,AFG,"May 22, 2020",12.246,222.871
Afghanistan,AFG,"May 23, 2020",10.32671,236.743
Afghanistan,AFG,"May 24, 2020",13.19643,256.831
Afghanistan,AFG,"May 25, 2020",14.37814,271.833
Afghanistan,AFG,"May 26, 2020",15.04971,287.015
Afghanistan,AFG,"May 27, 2020",15.33229,303.917
Afghanistan,AFG,"May 28, 2020",15.82029,319.973
Afghanistan,AFG,"May 29, 2020",16.00014,334.872
Afghanistan,AFG,"May 30, 2020",16.30471,350.875
Afghanistan,AFG,"May 31, 2020",16.613,373.121
Afghanistan,AFG,"Jun 1, 2020",16.96529,390.589
Afghanistan,AFG,"Jun 2, 2020",16.79643,404.59
Afghanistan,AFG,"Jun 3, 2020",17.167,424.087
Afghanistan,AFG,"Jun 4, 2020",17.65514,443.559
Afghanistan,AFG,"Jun 5, 2020",18.41486,463.775
Afghanistan,AFG,"Jun 6, 2020",19.48643,487.28
Afghanistan,AFG,"Jun 7, 2020",18.44429,502.23
Afghanistan,AFG,"Jun 8, 2020",18.85157,522.55
Afghanistan,AFG,"Jun 9, 2020",18.96171,537.321
Afghanistan,AFG,"Jun 10, 2020",18.16543,551.244
Afghanistan,AFG,"Jun 11, 2020",17.89386,568.814
Afghanistan,AFG,"Jun 12, 2020",17.747,588.003
Afghanistan,AFG,"Jun 13, 2020",16.79643,604.855
Afghanistan,AFG,"Jun 14, 2020",16.701,619.138
Afghanistan,AFG,"Jun 15, 2020",16.235,636.195
Afghanistan,AFG,"Jun 16, 2020",16.91757,655.743
Afghanistan,AFG,"Jun 17, 2020",17.802,675.857
Afghanistan,AFG,"Jun 18, 2020",17.36157,690.345
Afghanistan,AFG,"Jun 19, 2020",17.035,707.248
Afghanistan,AFG,"Jun 20, 2020",15.89743,716.136
Afghanistan,AFG,"Jun 21, 2020",15.86071,730.162
Afghanistan,AFG,"Jun 22, 2020",14.92486,740.669
Afghanistan,AFG,"Jun 23, 2020",13.26971,748.632
Afghanistan,AFG,"Jun 24, 2020",11.63671,757.315
Afghanistan,AFG,"Jun 25, 2020",10.42571,763.326
Afghanistan,AFG,"Jun 26, 2020",9.69914,775.142
Afghanistan,AFG,"Jun 27, 2020",9.44229,782.232
Afghanistan,AFG,"Jun 28, 2020",8.04414,786.471
Afghanistan,AFG,"Jun 29, 2020",7.83143,795.487
Afghanistan,AFG,"Jun 30, 2020",7.68843,802.449
Afghanistan,AFG,"Jul 1, 2020",7.47186,809.616
Afghanistan,AFG,"Jul 2, 2020",7.78386,817.81
Afghanistan,AFG,"Jul 3, 2020",6.77829,822.588
Afghanistan,AFG,"Jul 4, 2020",6.87371,830.346
Afghanistan,AFG,"Jul 5, 2020",7.54529,839.286
Afghanistan,AFG,"Jul 6, 2020",7.281,846.453
Afghanistan,AFG,"Jul 7, 2020",7.87543,857.576
Afghanistan,AFG,"Jul 8, 2020",7.62229,862.97
Afghanistan,AFG,"Jul 9, 2020",6.66814,864.486
Afghanistan,AFG,"Jul 10, 2020",6.92129,871.036
Afghanistan,AFG,"Jul 11, 2020",7.49371,882.802
Afghanistan,AFG,"Jul 12, 2020",6.52843,884.985
Afghanistan,AFG,"Jul 13, 2020",5.50457,884.985
Afghanistan,AFG,"Jul 14, 2020",3.93029,885.088
Afghanistan,AFG,"Jul 15, 2020",4.20543,892.409
Afghanistan,AFG,"Jul 16, 2020",4.921,898.934
Afghanistan,AFG,"Jul 17, 2020",4.26414,900.886
Afghanistan,AFG,"Jul 18, 2020",3.38714,906.512
Afghanistan,AFG,"Jul 19, 2020",3.11929,906.82
Afghanistan,AFG,"Jul 20, 2020",3.75786,911.29
Afghanistan,AFG,"Jul 21, 2020",4.25686,914.886
Afghanistan,AFG,"Jul 22, 2020",3.622,917.763
Afghanistan,AFG,"Jul 23, 2020",3.37971,922.593
Afghanistan,AFG,"Jul 24, 2020",3.14857,922.927
Afghanistan,AFG,"Jul 25, 2020",2.74114,925.701
Afghanistan,AFG,"Jul 26, 2020",3.14114,928.809
Afghanistan,AFG,"Jul 27, 2020",2.89157,931.532
Afghanistan,AFG,"Jul 28, 2020",2.76314,934.229
Afghanistan,AFG,"Jul 29, 2020",2.73014,936.875
Afghanistan,AFG,"Jul 30, 2020",2.04029,936.875
Afghanistan,AFG,"Jul 31, 2020",2.25314,938.699
Afghanistan,AFG,"Aug 1, 2020",2.47343,943.015
Afghanistan,AFG,"Aug 2, 2020",2.02943,943.015
Afghanistan,AFG,"Aug 3, 2020",1.64043,943.015
Afghanistan,AFG,"Aug 4, 2020",1.39086,943.965
Afghanistan,AFG,"Aug 5, 2020",1.31371,946.072
Afghanistan,AFG,"Aug 6, 2020",1.55957,947.793
Afghanistan,AFG,"Aug 7, 2020",1.44943,948.846
Afghanistan,AFG,"Aug 8, 2020",1.11914,950.85
Afghanistan,AFG,"Aug 9, 2020",1.26229,951.852
Albania,ALB,"Mar 9, 2020",,0.695
Albania,ALB,"Mar 10, 2020",,2.085
Albania,ALB,"Mar 11, 2020",1.15833,3.475
Albania,ALB,"Mar 12, 2020",0.9555,3.822
Albania,ALB,"Mar 13, 2020",1.5984,7.992
Albania,ALB,"Mar 14, 2020",1.91117,11.467
Albania,ALB,"Mar 15, 2020",1.88629,13.205
Albania,ALB,"Mar 16, 2020",1.98557,14.594
Albania,ALB,"Mar 17, 2020",2.23371,17.722
Albania,ALB,"Mar 18, 2020",2.23371,19.112
Albania,ALB,"Mar 19, 2020",2.38271,20.502
Albania,ALB,"Mar 20, 2020",2.333,24.324
Albania,ALB,"Mar 21, 2020",1.83657,24.324
Albania,ALB,"Mar 22, 2020",1.88629,26.409
Albania,ALB,"Mar 23, 2020",2.333,30.926
Albania,ALB,"Mar 24, 2020",2.43229,34.749
Albania,ALB,"Mar 25, 2020",3.37543,42.741
Albania,ALB,"Mar 26, 2020",4.31857,50.733
Albania,ALB,"Mar 27, 2020",5.16257,60.463
Albania,ALB,"Mar 28, 2020",5.75829,64.633
Albania,ALB,"Mar 29, 2020",6.00643,68.455
Albania,ALB,"Mar 30, 2020",6.10571,73.667
Albania,ALB,"Mar 31, 2020",6.10571,77.49
Albania,ALB,"Apr 1, 2020",5.95686,84.44
Albania,ALB,"Apr 2, 2020",5.60943,89.999
Albania,ALB,"Apr 3, 2020",5.113,96.254
Albania,ALB,"Apr 4, 2020",5.85757,105.636
Albania,ALB,"Apr 5, 2020",6.75114,115.713
Albania,ALB,"Apr 6, 2020",7.39657,125.443
Albania,ALB,"Apr 7, 2020",7.64486,131.003
Albania,ALB,"Apr 8, 2020",6.94986,133.088
Albania,ALB,"Apr 9, 2020",6.99943,138.995
Albania,ALB,"Apr 10, 2020",6.55257,142.122
Albania,ALB,"Apr 11, 2020",5.55971,144.555
Albania,ALB,"Apr 12, 2020",4.964,150.462
Albania,ALB,"Apr 13, 2020",4.21929,154.979
Albania,ALB,"Apr 14, 2020",4.46743,162.277
Albania,ALB,"Apr 15, 2020",4.56671,165.057
Albania,ALB,"Apr 16, 2020",4.666,171.659
Albania,ALB,"Apr 17, 2020",5.41071,179.999
Albania,ALB,"Apr 18, 2020",6.10571,187.296
Albania,ALB,"Apr 19, 2020",5.70857,190.423
Albania,ALB,"Apr 20, 2020",5.75829,195.288
Albania,ALB,"Apr 21, 2020",5.808,202.933
Albania,ALB,"Apr 22, 2020",6.65186,211.62
Albania,ALB,"Apr 23, 2020",6.94971,220.307
Albania,ALB,"Apr 24, 2020",7.19786,230.384
Albania,ALB,"Apr 25, 2020",6.9,235.597
Albania,ALB,"Apr 26, 2020",8.14114,247.411
Albania,ALB,"Apr 27, 2020",8.14114,252.276
Albania,ALB,"Apr 28, 2020",7.54543,255.751
Albania,ALB,"Apr 29, 2020",6.99943,260.616
Albania,ALB,"Apr 30, 2020",6.55271,266.176
Albania,ALB,"May 1, 2020",5.46057,268.608
Albania,ALB,"May 2, 2020",5.16271,271.735
Albania,ALB,"May 3, 2020",3.82229,274.168
Albania,ALB,"May 4, 2020",3.42514,276.253
Albania,ALB,"May 5, 2020",3.32586,279.033
Albania,ALB,"May 6, 2020",3.47471,284.94
Albania,ALB,"May 7, 2020",3.27614,289.11
Albania,ALB,"May 8, 2020",3.42514,292.585
Albania,ALB,"May 9, 2020",3.37557,295.365
Albania,ALB,"May 10, 2020",3.326,297.449
Albania,ALB,"May 11, 2020",3.62386,301.619
Albania,ALB,"May 12, 2020",3.42529,303.009
Albania,ALB,"May 13, 2020",2.78,304.399
Albania,ALB,"May 14, 2020",2.38286,305.789
Albania,ALB,"May 15, 2020",2.78,312.044
Albania,ALB,"May 16, 2020",3.27643,318.299
Albania,ALB,"May 17, 2020",3.82243,324.206
Albania,ALB,"May 18, 2020",3.872,328.723
Albania,ALB,"May 19, 2020",3.77271,329.418
Albania,ALB,"May 20, 2020",3.62371,329.766
Albania,ALB,"May 21, 2020",4.16971,334.978
Albania,ALB,"May 22, 2020",3.52429,336.716
Albania,ALB,"May 23, 2020",3.22643,340.885
Albania,ALB,"May 24, 2020",2.77971,343.665
Albania,ALB,"May 25, 2020",2.58114,346.793
Albania,ALB,"May 26, 2020",2.77971,348.878
Albania,ALB,"May 27, 2020",3.97114,357.565
Albania,ALB,"May 28, 2020",4.269,364.862
Albania,ALB,"May 29, 2020",5.31157,373.897
Albania,ALB,"May 30, 2020",5.85757,381.889
Albania,ALB,"May 31, 2020",6.60214,389.881
Albania,ALB,"Jun 1, 2020",6.9,395.093
Albania,ALB,"Jun 2, 2020",6.9,397.178
Albania,ALB,"Jun 3, 2020",6.70143,404.476
Albania,ALB,"Jun 4, 2020",6.65186,411.425
Albania,ALB,"Jun 5, 2020",6.00643,415.943
Albania,ALB,"Jun 6, 2020",5.60929,421.155
Albania,ALB,"Jun 7, 2020",5.46043,428.105
Albania,ALB,"Jun 8, 2020",5.41086,432.97
Albania,ALB,"Jun 9, 2020",5.95686,438.877
Albania,ALB,"Jun 10, 2020",6.70157,451.386
Albania,ALB,"Jun 11, 2020",7.79357,465.981
Albania,ALB,"Jun 12, 2020",9.33243,481.27
Albania,ALB,"Jun 13, 2020",10.12671,492.043
Albania,ALB,"Jun 14, 2020",11.51657,508.722
Albania,ALB,"Jun 15, 2020",13.65114,528.529
Albania,ALB,"Jun 16, 2020",16.23257,552.505
Albania,ALB,"Jun 17, 2020",18.516,580.999
Albania,ALB,"Jun 18, 2020",18.91314,598.374
Albania,ALB,"Jun 19, 2020",20.00529,621.308
Albania,ALB,"Jun 20, 2020",20.94843,638.682
Albania,ALB,"Jun 21, 2020",21.19671,657.099
Albania,ALB,"Jun 22, 2020",20.15429,669.609
Albania,ALB,"Jun 23, 2020",20.10457,693.238
Albania,ALB,"Jun 24, 2020",18.61529,711.307
Albania,ALB,"Jun 25, 2020",19.45929,734.589
Albania,ALB,"Jun 26, 2020",20.055,761.693
Albania,ALB,"Jun 27, 2020",21.39543,788.45
Albania,ALB,"Jun 28, 2020",21.79257,809.646
Albania,ALB,"Jun 29, 2020",23.57957,834.665
Albania,ALB,"Jun 30, 2020",23.381,856.905
Albania,ALB,"Jul 1, 2020",24.225,880.881
Albania,ALB,"Jul 2, 2020",23.13286,896.518
Albania,ALB,"Jul 3, 2020",23.33143,925.012
Albania,ALB,"Jul 4, 2020",23.97671,956.286
Albania,ALB,"Jul 5, 2020",24.27457,979.568
Albania,ALB,"Jul 6, 2020",24.37386,1005.282
Albania,ALB,"Jul 7, 2020",24.72143,1029.953
Albania,ALB,"Jul 8, 2020",24.96957,1055.668
Albania,ALB,"Jul 9, 2020",26.11129,1079.297
Albania,ALB,"Jul 10, 2020",26.11129,1107.791
Albania,ALB,"Jul 11, 2020",26.11129,1139.065
Albania,ALB,"Jul 12, 2020",27.40186,1171.381
Albania,ALB,"Jul 13, 2020",27.84857,1200.222
Albania,ALB,"Jul 14, 2020",30.132,1240.878
Albania,ALB,"Jul 15, 2020",31.22414,1274.237
Albania,ALB,"Jul 16, 2020",32.068,1303.774
Albania,ALB,"Jul 17, 2020",32.91186,1338.175
Albania,ALB,"Jul 18, 2020",31.17443,1357.287
Albania,ALB,"Jul 19, 2020",31.62129,1392.731
Albania,ALB,"Jul 20, 2020",31.57171,1421.225
Albania,ALB,"Jul 21, 2020",29.78471,1449.371
Albania,ALB,"Jul 22, 2020",30.92643,1490.722
Albania,ALB,"Jul 23, 2020",30.08257,1514.351
Albania,ALB,"Jul 24, 2020",30.52943,1551.88
Albania,ALB,"Jul 25, 2020",32.96186,1588.019
Albania,ALB,"Jul 26, 2020",31.22443,1611.3
Albania,ALB,"Jul 27, 2020",33.40857,1655.084
Albania,ALB,"Jul 28, 2020",35.19557,1695.74
Albania,ALB,"Jul 29, 2020",35.09629,1736.396
Albania,ALB,"Jul 30, 2020",37.082,1773.925
Albania,ALB,"Jul 31, 2020",36.28771,1805.893
Albania,ALB,"Aug 1, 2020",35.04671,1833.345
Albania,ALB,"Aug 2, 2020",37.67771,1875.043
Albania,ALB,"Aug 3, 2020",37.52886,1917.784
Albania,ALB,"Aug 4, 2020",36.73457,1952.881
Albania,ALB,"Aug 5, 2020",37.37986,1998.054
Albania,ALB,"Aug 6, 2020",38.91871,2046.355
Albania,ALB,"Aug 7, 2020",40.65614,2090.486
Albania,ALB,"Aug 8, 2020",43.436,2137.397
Albania,ALB,"Aug 9, 2020",43.63443,2180.485
Algeria,DZA,"Dec 31, 2019",,0
Algeria,DZA,"Jan 1, 2020",,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",0.00329,0.023
Algeria,DZA,"Feb 27, 2020",0.00329,0.023
Algeria,DZA,"Feb 28, 2020",0.00329,0.023
Algeria,DZA,"Feb 29, 2020",0.00329,0.023
Algeria,DZA,"Mar 1, 2020",0.00986,0.068
Algeria,DZA,"Mar 2, 2020",0.00986,0.068
Algeria,DZA,"Mar 3, 2020",0.0115,
Algeria,DZA,"Mar 4, 2020",0.01533,0.114
Algeria,DZA,"Mar 5, 2020",0.042,0.274
Algeria,DZA,"Mar 6, 2020",0.061,0.388
Algeria,DZA,"Mar 7, 2020",0.0732,
Algeria,DZA,"Mar 8, 2020",0.08,
Algeria,DZA,"Mar 9, 2020",0.097,0.456
Algeria,DZA,"Mar 10, 2020",0.097,
Algeria,DZA,"Mar 11, 2020",0.114,
Algeria,DZA,"Mar 12, 2020",0.06067,0.456
Algeria,DZA,"Mar 13, 2020",0.06067,0.57
Algeria,DZA,"Mar 14, 2020",0.05125,0.593
Algeria,DZA,"Mar 15, 2020",0.0912,0.844
Algeria,DZA,"Mar 16, 2020",0.1278,1.095
Algeria,DZA,"Mar 17, 2020",0.1445,1.323
Algeria,DZA,"Mar 18, 2020",0.13043,1.368
Algeria,DZA,"Mar 19, 2020",0.16957,1.642
Algeria,DZA,"Mar 20, 2020",0.21186,2.052
Algeria,DZA,"Mar 21, 2020",0.24771,2.326
Algeria,DZA,"Mar 22, 2020",0.33243,3.17
Algeria,DZA,"Mar 23, 2020",0.49857,4.584
Algeria,DZA,"Mar 24, 2020",0.56043,5.245
Algeria,DZA,"Mar 25, 2020",0.66457,6.02
Algeria,DZA,"Mar 26, 2020",0.74929,6.887
Algeria,DZA,"Mar 27, 2020",0.90243,8.369
Algeria,DZA,"Mar 28, 2020",1.00014,9.327
Algeria,DZA,"Mar 29, 2020",1.02614,10.353
Algeria,DZA,"Mar 30, 2020",1.00986,11.653
Algeria,DZA,"Mar 31, 2020",1.15329,13.318
Algeria,DZA,"Apr 1, 2020",1.47257,16.328
Algeria,DZA,"Apr 2, 2020",1.77543,19.315
Algeria,DZA,"Apr 3, 2020",2.01657,22.485
Algeria,DZA,"Apr 4, 2020",2.48243,26.704
Algeria,DZA,"Apr 5, 2020",2.59643,28.528
Algeria,DZA,"Apr 6, 2020",2.63557,30.102
Algeria,DZA,"Apr 7, 2020",2.73329,32.451
Algeria,DZA,"Apr 8, 2020",2.44986,33.477
Algeria,DZA,"Apr 9, 2020",2.362,35.849
Algeria,DZA,"Apr 10, 2020",2.21543,37.992
Algeria,DZA,"Apr 11, 2020",1.92214,40.159
Algeria,DZA,"Apr 12, 2020",1.87,41.618
Algeria,DZA,"Apr 13, 2020",1.93514,43.648
Algeria,DZA,"Apr 14, 2020",1.82443,45.221
Algeria,DZA,"Apr 15, 2020",1.96129,47.205
Algeria,DZA,"Apr 16, 2020",1.91557,49.258
Algeria,DZA,"Apr 17, 2020",1.96114,51.721
Algeria,DZA,"Apr 18, 2020",2.14043,55.141
Algeria,DZA,"Apr 19, 2020",2.31314,57.809
Algeria,DZA,"Apr 20, 2020",2.32943,59.953
Algeria,DZA,"Apr 21, 2020",2.39457,61.983
Algeria,DZA,"Apr 22, 2020",2.41414,64.103
Algeria,DZA,"Apr 23, 2020",2.44357,66.361
Algeria,DZA,"Apr 24, 2020",2.40771,68.573
Algeria,DZA,"Apr 25, 2020",2.31,71.31
Algeria,DZA,"Apr 26, 2020",2.34914,74.251
Algeria,DZA,"Apr 27, 2020",2.45329,77.125
Algeria,DZA,"Apr 28, 2020",2.60314,80.203
Algeria,DZA,"Apr 29, 2020",2.73014,83.214
Algeria,DZA,"Apr 30, 2020",3.05586,87.752
Algeria,DZA,"May 1, 2020",3.25457,91.355
Algeria,DZA,"May 2, 2020",3.34571,94.73
Algeria,DZA,"May 3, 2020",3.38471,97.945
Algeria,DZA,"May 4, 2020",3.55743,102.027
Algeria,DZA,"May 5, 2020",3.68443,105.995
